,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
105,orig_multiple_attractors,18,SPP,the pilot that flew the airplanes around the countries,VBZ,VBZ,False,12,1000
111,orig_multiple_attractors,19,SPP,the frog that ate the flies near the ponds,VBZ,VBZ,False,12,1000
117,orig_multiple_attractors,20,SPP,the child that played the games with the friends,VBZ,VBZ,False,12,1000
123,orig_multiple_attractors,21,SPP,the guide that helped the students with the tests,VBZ,VBP,True,12,1000
129,orig_multiple_attractors,22,SPP,the brush that painted the images on the walls,VBZ,VBZ,False,12,1000
135,orig_multiple_attractors,23,SPP,the punk that fought the senators in the alleys,VBZ,VBP,True,12,1000
141,orig_multiple_attractors,24,SPP,the speaker that read the stories to the students,VBZ,VBZ,False,12,1000
147,orig_multiple_attractors,25,SPP,the teen that wrote the poems about the girls,VBZ,VBZ,False,12,1000
153,orig_multiple_attractors,26,SPP,the child that searched the drawers for the treats,VBZ,VBZ,False,12,1000
159,orig_multiple_attractors,27,SPP,the assistant that checked the NNS for the letters,VBZ,VBZ,False,12,1000
165,orig_multiple_attractors,28,SPP,the guitarist that performed the solos on the tours,VBZ,VBZ,False,12,1000
171,orig_multiple_attractors,29,SPP,the needle that stabbed the threads into the fabrics,VBZ,VBZ,False,12,1000
177,orig_multiple_attractors,30,SPP,the spectator that watched the movies in the theaters,VBZ,VBZ,False,12,1000
183,orig_multiple_attractors,31,SPP,the maid that cleaned the bathrooms in the houses,VBZ,VBZ,False,12,1000
189,orig_multiple_attractors,32,SPP,the fan that drank the beers at the games,VBZ,VBZ,False,12,1000
195,orig_multiple_attractors,33,SPP,the principal that paid the carpenters for the repairs,VBZ,VBZ,False,12,1000
201,orig_multiple_attractors,34,SPP,the driver that steered the cars into the trees,VBZ,VBZ,False,12,1000
207,orig_multiple_attractors,35,SPP,the volunteer that cooked the meals for the refugees,VBZ,VBZ,False,12,1000
213,orig_multiple_attractors,36,SPP,the conductor that flew the NNS through the clouds,VBZ,VBZ,False,12,1000
3,orig_multiple_attractors,1,SPP,the bird that ate the worms near the trees,VBZ,VBZ,False,13,1000
9,orig_multiple_attractors,2,SPP,the man that played the songs for the crowds,VBZ,VBZ,False,13,1000
15,orig_multiple_attractors,3,SPP,the doctor that helped the nurses in the labs,VBZ,VBP,True,13,1000
21,orig_multiple_attractors,4,SPP,the artist that painted the pictures on the canvases,VBZ,VBP,True,13,1000
27,orig_multiple_attractors,5,SPP,the wrestler that fought the enemies in the rings,VBZ,VBZ,False,13,1000
33,orig_multiple_attractors,6,SPP,the student that read the books near the windows,VBZ,VBZ,False,13,1000
39,orig_multiple_attractors,7,SPP,the teacher that wrote the words on the boards,VBZ,VBZ,False,13,1000
45,orig_multiple_attractors,8,SPP,the cop that searched the streets for the criminals,VBZ,VBP,True,13,1000
51,orig_multiple_attractors,9,SPP,the banker that checked the accounts for the errors,VBZ,VBZ,False,13,1000
57,orig_multiple_attractors,10,SPP,the actor that performed the shows on the stages,VBZ,VBZ,False,13,1000
63,orig_multiple_attractors,11,SPP,the assailant that stabbed the victims with the knives,VBZ,VBZ,False,13,1000
69,orig_multiple_attractors,12,SPP,the coach that watched the players for the mistakes,VBZ,VBP,True,13,1000
75,orig_multiple_attractors,13,SPP,the father that cleaned the dishes near the tables,VBZ,VBZ,False,13,1000
81,orig_multiple_attractors,14,SPP,the lifeguard that drank the NNS on the beaches,VBZ,VBZ,False,13,1000
87,orig_multiple_attractors,15,SPP,the customer that paid the bills in the restaurants,VBZ,VBZ,False,13,1000
93,orig_multiple_attractors,16,SPP,the captain that steered the ships through the storms,VBZ,VBZ,False,13,1000
99,orig_multiple_attractors,17,SPP,the chef that cooked the dinners near the stoves,VBZ,VBZ,False,13,1000
105,orig_multiple_attractors,18,SPP,the pilot that flew the airplanes around the countries,VBZ,VBZ,False,13,1000
111,orig_multiple_attractors,19,SPP,the frog that ate the flies near the ponds,VBZ,VBZ,False,13,1000
117,orig_multiple_attractors,20,SPP,the child that played the games with the friends,VBZ,VBP,True,13,1000
123,orig_multiple_attractors,21,SPP,the guide that helped the students with the tests,VBZ,VBP,True,13,1000
129,orig_multiple_attractors,22,SPP,the brush that painted the images on the walls,VBZ,VBP,True,13,1000
135,orig_multiple_attractors,23,SPP,the punk that fought the senators in the alleys,VBZ,VBP,True,13,1000
141,orig_multiple_attractors,24,SPP,the speaker that read the stories to the students,VBZ,VBZ,False,13,1000
147,orig_multiple_attractors,25,SPP,the teen that wrote the poems about the girls,VBZ,VBZ,False,13,1000
153,orig_multiple_attractors,26,SPP,the child that searched the drawers for the treats,VBZ,VBZ,False,13,1000
159,orig_multiple_attractors,27,SPP,the assistant that checked the NNS for the letters,VBZ,VBZ,False,13,1000
165,orig_multiple_attractors,28,SPP,the guitarist that performed the solos on the tours,VBZ,VBZ,False,13,1000
171,orig_multiple_attractors,29,SPP,the needle that stabbed the threads into the fabrics,VBZ,VBZ,False,13,1000
177,orig_multiple_attractors,30,SPP,the spectator that watched the movies in the theaters,VBZ,VBP,True,13,1000
183,orig_multiple_attractors,31,SPP,the maid that cleaned the bathrooms in the houses,VBZ,VBZ,False,13,1000
189,orig_multiple_attractors,32,SPP,the fan that drank the beers at the games,VBZ,VBZ,False,13,1000
195,orig_multiple_attractors,33,SPP,the principal that paid the carpenters for the repairs,VBZ,VBZ,False,13,1000
201,orig_multiple_attractors,34,SPP,the driver that steered the cars into the trees,VBZ,VBZ,False,13,1000
207,orig_multiple_attractors,35,SPP,the volunteer that cooked the meals for the refugees,VBZ,VBP,True,13,1000
213,orig_multiple_attractors,36,SPP,the conductor that flew the NNS through the clouds,VBZ,VBZ,False,13,1000
3,orig_multiple_attractors,1,SPP,the bird that ate the worms near the trees,VBZ,VBZ,False,14,1000
9,orig_multiple_attractors,2,SPP,the man that played the songs for the crowds,VBZ,VBZ,False,14,1000
15,orig_multiple_attractors,3,SPP,the doctor that helped the nurses in the labs,VBZ,VBZ,False,14,1000
21,orig_multiple_attractors,4,SPP,the artist that painted the pictures on the canvases,VBZ,VBZ,False,14,1000
27,orig_multiple_attractors,5,SPP,the wrestler that fought the enemies in the rings,VBZ,VBZ,False,14,1000
33,orig_multiple_attractors,6,SPP,the student that read the books near the windows,VBZ,VBZ,False,14,1000
39,orig_multiple_attractors,7,SPP,the teacher that wrote the words on the boards,VBZ,VBZ,False,14,1000
45,orig_multiple_attractors,8,SPP,the cop that searched the streets for the criminals,VBZ,VBZ,False,14,1000
51,orig_multiple_attractors,9,SPP,the banker that checked the accounts for the errors,VBZ,VBZ,False,14,1000
57,orig_multiple_attractors,10,SPP,the actor that performed the shows on the stages,VBZ,VBZ,False,14,1000
63,orig_multiple_attractors,11,SPP,the assailant that stabbed the victims with the knives,VBZ,VBZ,False,14,1000
69,orig_multiple_attractors,12,SPP,the coach that watched the players for the mistakes,VBZ,VBZ,False,14,1000
75,orig_multiple_attractors,13,SPP,the father that cleaned the dishes near the tables,VBZ,VBZ,False,14,1000
81,orig_multiple_attractors,14,SPP,the lifeguard that drank the NNS on the beaches,VBZ,VBZ,False,14,1000
87,orig_multiple_attractors,15,SPP,the customer that paid the bills in the restaurants,VBZ,VBZ,False,14,1000
93,orig_multiple_attractors,16,SPP,the captain that steered the ships through the storms,VBZ,VBZ,False,14,1000
99,orig_multiple_attractors,17,SPP,the chef that cooked the dinners near the stoves,VBZ,VBZ,False,14,1000
105,orig_multiple_attractors,18,SPP,the pilot that flew the airplanes around the countries,VBZ,VBZ,False,14,1000
111,orig_multiple_attractors,19,SPP,the frog that ate the flies near the ponds,VBZ,VBZ,False,14,1000
117,orig_multiple_attractors,20,SPP,the child that played the games with the friends,VBZ,VBZ,False,14,1000
123,orig_multiple_attractors,21,SPP,the guide that helped the students with the tests,VBZ,VBP,True,14,1000
129,orig_multiple_attractors,22,SPP,the brush that painted the images on the walls,VBZ,VBZ,False,14,1000
135,orig_multiple_attractors,23,SPP,the punk that fought the senators in the alleys,VBZ,VBP,True,14,1000
141,orig_multiple_attractors,24,SPP,the speaker that read the stories to the students,VBZ,VBZ,False,14,1000
147,orig_multiple_attractors,25,SPP,the teen that wrote the poems about the girls,VBZ,VBZ,False,14,1000
153,orig_multiple_attractors,26,SPP,the child that searched the drawers for the treats,VBZ,VBZ,False,14,1000
159,orig_multiple_attractors,27,SPP,the assistant that checked the NNS for the letters,VBZ,VBZ,False,14,1000
165,orig_multiple_attractors,28,SPP,the guitarist that performed the solos on the tours,VBZ,VBZ,False,14,1000
171,orig_multiple_attractors,29,SPP,the needle that stabbed the threads into the fabrics,VBZ,VBZ,False,14,1000
177,orig_multiple_attractors,30,SPP,the spectator that watched the movies in the theaters,VBZ,VBZ,False,14,1000
183,orig_multiple_attractors,31,SPP,the maid that cleaned the bathrooms in the houses,VBZ,VBZ,False,14,1000
189,orig_multiple_attractors,32,SPP,the fan that drank the beers at the games,VBZ,VBZ,False,14,1000
195,orig_multiple_attractors,33,SPP,the principal that paid the carpenters for the repairs,VBZ,VBZ,False,14,1000
201,orig_multiple_attractors,34,SPP,the driver that steered the cars into the trees,VBZ,VBZ,False,14,1000
207,orig_multiple_attractors,35,SPP,the volunteer that cooked the meals for the refugees,VBZ,VBZ,False,14,1000
213,orig_multiple_attractors,36,SPP,the conductor that flew the NNS through the clouds,VBZ,VBZ,False,14,1000
3,orig_multiple_attractors,1,SPP,the bird that ate the worms near the trees,VBZ,VBZ,False,15,1000
9,orig_multiple_attractors,2,SPP,the man that played the songs for the crowds,VBZ,VBZ,False,15,1000
15,orig_multiple_attractors,3,SPP,the doctor that helped the nurses in the labs,VBZ,VBP,True,15,1000
21,orig_multiple_attractors,4,SPP,the artist that painted the pictures on the canvases,VBZ,VBZ,False,15,1000
27,orig_multiple_attractors,5,SPP,the wrestler that fought the enemies in the rings,VBZ,VBZ,False,15,1000
33,orig_multiple_attractors,6,SPP,the student that read the books near the windows,VBZ,VBZ,False,15,1000
39,orig_multiple_attractors,7,SPP,the teacher that wrote the words on the boards,VBZ,VBZ,False,15,1000
45,orig_multiple_attractors,8,SPP,the cop that searched the streets for the criminals,VBZ,VBZ,False,15,1000
51,orig_multiple_attractors,9,SPP,the banker that checked the accounts for the errors,VBZ,VBZ,False,15,1000
57,orig_multiple_attractors,10,SPP,the actor that performed the shows on the stages,VBZ,VBZ,False,15,1000
63,orig_multiple_attractors,11,SPP,the assailant that stabbed the victims with the knives,VBZ,VBZ,False,15,1000
69,orig_multiple_attractors,12,SPP,the coach that watched the players for the mistakes,VBZ,VBP,True,15,1000
75,orig_multiple_attractors,13,SPP,the father that cleaned the dishes near the tables,VBZ,VBZ,False,15,1000
81,orig_multiple_attractors,14,SPP,the lifeguard that drank the NNS on the beaches,VBZ,VBZ,False,15,1000
87,orig_multiple_attractors,15,SPP,the customer that paid the bills in the restaurants,VBZ,VBZ,False,15,1000
93,orig_multiple_attractors,16,SPP,the captain that steered the ships through the storms,VBZ,VBZ,False,15,1000
99,orig_multiple_attractors,17,SPP,the chef that cooked the dinners near the stoves,VBZ,VBZ,False,15,1000
105,orig_multiple_attractors,18,SPP,the pilot that flew the airplanes around the countries,VBZ,VBZ,False,15,1000
111,orig_multiple_attractors,19,SPP,the frog that ate the flies near the ponds,VBZ,VBZ,False,15,1000
117,orig_multiple_attractors,20,SPP,the child that played the games with the friends,VBZ,VBZ,False,15,1000
123,orig_multiple_attractors,21,SPP,the guide that helped the students with the tests,VBZ,VBP,True,15,1000
129,orig_multiple_attractors,22,SPP,the brush that painted the images on the walls,VBZ,VBZ,False,15,1000
135,orig_multiple_attractors,23,SPP,the punk that fought the senators in the alleys,VBZ,VBP,True,15,1000
141,orig_multiple_attractors,24,SPP,the speaker that read the stories to the students,VBZ,VBZ,False,15,1000
147,orig_multiple_attractors,25,SPP,the teen that wrote the poems about the girls,VBZ,VBZ,False,15,1000
153,orig_multiple_attractors,26,SPP,the child that searched the drawers for the treats,VBZ,VBZ,False,15,1000
159,orig_multiple_attractors,27,SPP,the assistant that checked the NNS for the letters,VBZ,VBZ,False,15,1000
165,orig_multiple_attractors,28,SPP,the guitarist that performed the solos on the tours,VBZ,VBZ,False,15,1000
171,orig_multiple_attractors,29,SPP,the needle that stabbed the threads into the fabrics,VBZ,VBZ,False,15,1000
177,orig_multiple_attractors,30,SPP,the spectator that watched the movies in the theaters,VBZ,VBP,True,15,1000
183,orig_multiple_attractors,31,SPP,the maid that cleaned the bathrooms in the houses,VBZ,VBZ,False,15,1000
189,orig_multiple_attractors,32,SPP,the fan that drank the beers at the games,VBZ,VBZ,False,15,1000
195,orig_multiple_attractors,33,SPP,the principal that paid the carpenters for the repairs,VBZ,VBZ,False,15,1000
201,orig_multiple_attractors,34,SPP,the driver that steered the cars into the trees,VBZ,VBZ,False,15,1000
207,orig_multiple_attractors,35,SPP,the volunteer that cooked the meals for the refugees,VBZ,VBZ,False,15,1000
213,orig_multiple_attractors,36,SPP,the conductor that flew the NNS through the clouds,VBZ,VBZ,False,15,1000
3,orig_multiple_attractors,1,SPP,the bird that ate the worms near the trees,VBZ,VBZ,False,16,1000
9,orig_multiple_attractors,2,SPP,the man that played the songs for the crowds,VBZ,VBZ,False,16,1000
15,orig_multiple_attractors,3,SPP,the doctor that helped the nurses in the labs,VBZ,VBP,True,16,1000
21,orig_multiple_attractors,4,SPP,the artist that painted the pictures on the canvases,VBZ,VBP,True,16,1000
27,orig_multiple_attractors,5,SPP,the wrestler that fought the enemies in the rings,VBZ,VBZ,False,16,1000
33,orig_multiple_attractors,6,SPP,the student that read the books near the windows,VBZ,VBZ,False,16,1000
39,orig_multiple_attractors,7,SPP,the teacher that wrote the words on the boards,VBZ,VBZ,False,16,1000
45,orig_multiple_attractors,8,SPP,the cop that searched the streets for the criminals,VBZ,VBP,True,16,1000
51,orig_multiple_attractors,9,SPP,the banker that checked the accounts for the errors,VBZ,VBZ,False,16,1000
57,orig_multiple_attractors,10,SPP,the actor that performed the shows on the stages,VBZ,VBZ,False,16,1000
63,orig_multiple_attractors,11,SPP,the assailant that stabbed the victims with the knives,VBZ,VBP,True,16,1000
69,orig_multiple_attractors,12,SPP,the coach that watched the players for the mistakes,VBZ,VBP,True,16,1000
75,orig_multiple_attractors,13,SPP,the father that cleaned the dishes near the tables,VBZ,VBZ,False,16,1000
81,orig_multiple_attractors,14,SPP,the lifeguard that drank the NNS on the beaches,VBZ,VBZ,False,16,1000
87,orig_multiple_attractors,15,SPP,the customer that paid the bills in the restaurants,VBZ,VBP,True,16,1000
93,orig_multiple_attractors,16,SPP,the captain that steered the ships through the storms,VBZ,VBZ,False,16,1000
99,orig_multiple_attractors,17,SPP,the chef that cooked the dinners near the stoves,VBZ,VBZ,False,16,1000
105,orig_multiple_attractors,18,SPP,the pilot that flew the airplanes around the countries,VBZ,VBZ,False,16,1000
111,orig_multiple_attractors,19,SPP,the frog that ate the flies near the ponds,VBZ,VBZ,False,16,1000
